Unmatched Hosts Log
Generated  : 2026-02-24 21:43:01
Excel file : /home/dz8tcy/project/hpcautomation/src/inventory/management/commands/HPC_Not Retired_2-17-26.xlsx
Dry run    : False
==========================================================================================
   Row  Asset Tag (B)         Hostname BF                Hostname K                 Hostname AS
  1018  93JF673               93JF673 - PowerEdge Enclosure - C6400  93JF673 - PowerEdge Enclosure - C6400  -
  1023  93HF673               93HF673 - PowerEdge Enclosure - C6400  93HF673 - PowerEdge Enclosure - C6400  -
  1028  93HH673               93HH673 - PowerEdge Enclosure - C6400  93HH673 - PowerEdge Enclosure - C6400  -
  1033  FPVK673               FPVK673 - PowerEdge Enclosure - C6400  FPVK673 - PowerEdge Enclosure - C6400  -
  1038  F1016CH110TR06C01T    F1016CH110TR06C01T - 7990XE EDR - Disk Expansion  F1016CH110TR06C01T - 7990XE EDR - Disk Expansion  -
  1039  F1016CTH110TR06C01T   dcmippfsfa008              dcmippfsfa008              dcmippfsfa008.edc.nam.gm.com
  1040  F1016CH110TR06C00S    F1016CH110TR06C00S - 7990XE EDR - Disk Expansion  F1016CH110TR06C00S - 7990XE EDR - Disk Expansion  -
  1041  F1016CTH110TR06C00S   dcmippfsfa010              dcmippfsfa010              dcmippfsfa010.edc.nam.gm.com
  1051  1GWNH63               dcmipphaxi001              dcmipphaxi001              dcmipphaxi001.edc.nam.gm.com
  1052  1GVSH63               dcmipphaxi002              dcmipphaxi002              dcmipphaxi002.edc.nam.gm.com
  1053  9WYF673               dcmipphaxi003              dcmipphaxi003              dcmipphaxi003.edc.nam.gm.com
  1054  F1016CH110TR06C022    F1016CH110TR06C022 - 7990XE EDR - Disk Expansion  F1016CH110TR06C022 - 7990XE EDR - Disk Expansion  -
  1055  F1016CTH110TR06C022   dcmippfsfa001              dcmippfsfa001              dcmippfsfa001.edc.nam.gm.com
  1056  F1016CH110TR06C0001   F1016CH110TR06C0001 - 7990XE EDR - Disk Expansion  F1016CH110TR06C0001 - 7990XE EDR - Disk Expansion  -
  1057  F1016CTH110TR06C001   dcmippfsfa006              dcmippfsfa006              dcmippfsfa006.edc.nam.gm.com
  1067  MT1803K03438          MT1803K03438 - SwitchX-2 Series  MT1803K03438 - SwitchX-2 Series  -
  1068  MT1751K30014          MT1751K30014 - InfiniBand - SB7800  MT1751K30014 - InfiniBand - SB7800  -
  1078  7ZG59N2               dcmipphviz001              dcmipphviz001              dcmipphviz001.edc.nam.gm.com
  1079  7ZH09N2               dcmipphviz002              dcmipphviz002              dcmipphviz002.edc.nam.gm.com
  1080  7ZH19N2               dcmipphviz003              dcmipphviz003              dcmipphviz003.edc.nam.gm.com
  1081  7ZH29N2               dcmipphviz004              dcmipphviz004              dcmipphviz004.edc.nam.gm.com
  1082  7ZH39N2               dcmipphviz005              dcmipphviz005              dcmipphviz005.edc.nam.gm.com
  1083  MT1810X00061          MT1810X00061 - SwitchX-2 Series  MT1810X00061 - SwitchX-2 Series  -
  1084  MT1751K30030          MT1751K30030 - InfiniBand - SB7800  MT1751K30030 - InfiniBand - SB7800  -
  1094  7ZH49N2               dcmipphviz006              dcmipphviz006              dcmipphviz006.edc.nam.gm.com
  1095  7ZH59N2               dcmipphviz007              dcmipphviz007              dcmipphviz007.edc.nam.gm.com
  1096  7ZJ09N2               dcmipphviz008              dcmipphviz008              dcmipphviz008.edc.nam.gm.com
  1097  7ZJ19N2               dcmipphviz009              dcmipphviz009              dcmipphviz009.edc.nam.gm.com
  1098  7ZJ29N2               dcmipphviz010              dcmipphviz010              dcmipphviz010.edc.nam.gm.com
  1100  78R0333               78R0333 - 5147 Series JBOD Storage  78R0333 - 5147 Series JBOD Storage  -
  1101  78R031E               78R031E - 5147 Series JBOD Storage  78R031E - 5147 Series JBOD Storage  -
  1102  78R0332               78R0332 - 5147 Series JBOD Storage  78R0332 - 5147 Series JBOD Storage  -
  1103  78R030B               78R030B - 5147 Series JBOD Storage  78R030B - 5147 Series JBOD Storage  -
  1104  78R0354               78R0354 - 5147 Series JBOD Storage  78R0354 - 5147 Series JBOD Storage  -
  1105  78R0345               78R0345 - 5147 Series JBOD Storage  78R0345 - 5147 Series JBOD Storage  -
  1106  78J0073               78J0073 - Elastic Storage Server  78J0073 - Elastic Storage Server  -
  1107  10TAAAH               10TAAAH - TOR InfiniBand Switch  10TAAAH - TOR InfiniBand Switch  -
  1108  10TAABZ               10TAABZ - TOR InfiniBand Switch  10TAABZ - TOR InfiniBand Switch  -
  1109  MT2126K10030          MT2126K10030 - InfiniBand EDR - Switch System  MT2126K10030 - InfiniBand EDR - Switch System  -
  1110  F1016CTH107TR96W01W   F1016CTH107TR96W01W - SFA7990  F1016CTH107TR96W01W - SFA7990  -
  1115  163BKD3               163BKD3 - PowerEdge Server  163BKD3 - PowerEdge Server  -
  1116  162DKD3               162DKD3 - PowerEdge Server  162DKD3 - PowerEdge Server  -
  1117  10TAABX               10TAABX - TOR InfiniBand Switch  10TAABX - TOR InfiniBand Switch  -
  1118  78B39BA               dcmippfess034              dcmippfess034              dcmippfess034.edc.nam.gm.com
  1119  78B39CA               dcmippfess033              dcmippfess033              dcmippfess033.edc.nam.gm.com
  1121  78B39AA               dcmipclems004              dcmipclems004              dcmipclems004.edc.nam.gm.com
  1122  78E40BH               78E40BH - Elastic Storage Server (ESS) - 3200  78E40BH - Elastic Storage Server (ESS) - 3200  -
  1123  78E40AD               78E40AD - Elastic Storage Server (ESS) - 3200  78E40AD - Elastic Storage Server (ESS) - 3200  -
  1124  MT2208J04089          MT2208J04089 - Quantum InfiniBand HDR  MT2208J04089 - Quantum InfiniBand HDR  -
  1125  3KKNWP3               3KKNWP3 - PowerEdge Enclosure - C6400  3KKNWP3 - PowerEdge Enclosure - C6400  -
  1130  FFSDRN3               FFSDRN3 - PowerEdge Enclosure - C6400  FFSDRN3 - PowerEdge Enclosure - C6400  -
  1135  7852XM3               7852XM3 - PowerEdge Enclosure - C6400  7852XM3 - PowerEdge Enclosure - C6400  -
  1140  FL6MKM3               FL6MKM3 - PowerEdge Enclosure - C6400  FL6MKM3 - PowerEdge Enclosure - C6400  -
  1145  DQ62WM3               DQ62WM3 - PowerEdge Enclosure - C6400  DQ62WM3 - PowerEdge Enclosure - C6400  -
  1150  MT2140X03124          MT2140X03124 - Skyway      MT2140X03124 - Skyway      -
  1151  2GSDRN3               2GSDRN3 - PowerEdge Enclosure - C6400  2GSDRN3 - PowerEdge Enclosure - C6400  -
  1156  4GSDRN3               4GSDRN3 - PowerEdge Enclosure - C6400  4GSDRN3 - PowerEdge Enclosure - C6400  -
  1161  D7PDRN3               D7PDRN3 - PowerEdge Enclosure - C6400  D7PDRN3 - PowerEdge Enclosure - C6400  -
  1166  H8SDRN3               H8SDRN3 - PowerEdge Enclosure - C6400  H8SDRN3 - PowerEdge Enclosure - C6400  -
  1171  GGSDRN3               GGSDRN3 - PowerEdge Enclosure - C6400  GGSDRN3 - PowerEdge Enclosure - C6400  -
  1178  8852XM3               8852XM3 - PowerEdge Enclosure - C6400  8852XM3 - PowerEdge Enclosure - C6400  -
  1183  3GSDRN3               3GSDRN3 - PowerEdge Enclosure - C6400  3GSDRN3 - PowerEdge Enclosure - C6400  -
  1188  MT2140X00572          MT2140X00572 - Skyway      MT2140X00572 - Skyway      -
  1189  12SRWM3               12SRWM3 - PowerEdge Enclosure - C6400  12SRWM3 - PowerEdge Enclosure - C6400  -
  1194  2D642N3               2D642N3 - PowerEdge Enclosure - C6400  2D642N3 - PowerEdge Enclosure - C6400  -
  1199  7D642N3               7D642N3 - PowerEdge Enclosure - C6400  7D642N3 - PowerEdge Enclosure - C6400  -
  1204  2C642N3               2C642N3 - PowerEdge Enclosure - C6400  2C642N3 - PowerEdge Enclosure - C6400  -
  1209  28WW1N3               28WW1N3 - PowerEdge Enclosure - C6400  28WW1N3 - PowerEdge Enclosure - C6400  -
  1214  6GSDRN3               6GSDRN3 - PowerEdge Enclosure - C6400  6GSDRN3 - PowerEdge Enclosure - C6400  -
  1219  8910XM3               8910XM3 - PowerEdge Enclosure - C6400  8910XM3 - PowerEdge Enclosure - C6400  -
  1224  40PB2N3               40PB2N3 - PowerEdge Enclosure - C6400  40PB2N3 - PowerEdge Enclosure - C6400  -
  1229  MT2208J04080          MT2208J04080 - Quantum InfiniBand HDR  MT2208J04080 - Quantum InfiniBand HDR  -
  1230  180S0M3               180S0M3 - PowerEdge Enclosure - C6400  180S0M3 - PowerEdge Enclosure - C6400  -
  1235  5RT62N3               5RT62N3 - PowerEdge Enclosure - C6400  5RT62N3 - PowerEdge Enclosure - C6400  -
  1240  5C642N3               5C642N3 - PowerEdge Enclosure - C6400  5C642N3 - PowerEdge Enclosure - C6400  -
  1245  4QT62N3               4QT62N3 - PowerEdge Enclosure - C6400  4QT62N3 - PowerEdge Enclosure - C6400  -
  1250  1RT62N3               1RT62N3 - PowerEdge Enclosure - C6400  1RT62N3 - PowerEdge Enclosure - C6400  -
  1255  MT2130J31611          MT2130J31611 - Skyway      MT2130J31611 - Skyway      -
  1256  40B72N3               40B72N3 - PowerEdge Enclosure - C6400  40B72N3 - PowerEdge Enclosure - C6400  -
  1261  7910XM3               7910XM3 - PowerEdge Enclosure - C6400  7910XM3 - PowerEdge Enclosure - C6400  -
  1266  10B72N3               10B72N3 - PowerEdge Enclosure - C6400  10B72N3 - PowerEdge Enclosure - C6400  -
  1271  11PB2N3               11PB2N3 - PowerEdge Enclosure - C6400  11PB2N3 - PowerEdge Enclosure - C6400  -
  1276  H0PB2N3               H0PB2N3 - PowerEdge Enclosure - C6400  H0PB2N3 - PowerEdge Enclosure - C6400  -
  1281  7CRZ0R3               dcmixphhpc183              dcmixphhpc183              dcmixphhpc183.edc.nam.gm.com
  1282  DR62WM3               DR62WM3 - PowerEdge Enclosure - C6400  DR62WM3 - PowerEdge Enclosure - C6400  -
  1287  FC642N3               FC642N3 - PowerEdge Enclosure - C6400  FC642N3 - PowerEdge Enclosure - C6400  -
  1292  MT2130J31614          MT2130J31614 - Skyway      MT2130J31614 - Skyway      -
  1293  GYX62N3               GYX62N3 - PowerEdge Enclosure - C6400  GYX62N3 - PowerEdge Enclosure - C6400  -
  1298  3RT62N3               3RT62N3 - PowerEdge Enclosure - C6400  3RT62N3 - PowerEdge Enclosure - C6400  -
  1303  60B72N3               60B72N3 - PowerEdge Enclosure - C6400  60B72N3 - PowerEdge Enclosure - C6400  -
  1308  D0PB2N3               D0PB2N3 - PowerEdge Enclosure - C6400  D0PB2N3 - PowerEdge Enclosure - C6400  -
  1313  50PB2N3               50PB2N3 - PowerEdge Enclosure - C6400  50PB2N3 - PowerEdge Enclosure - C6400  -
  1318  B0PB2N3               B0PB2N3 - PowerEdge Enclosure - C6400  B0PB2N3 - PowerEdge Enclosure - C6400  -
  1323  G0PB2N3               G0PB2N3 - PowerEdge Enclosure - C6400  G0PB2N3 - PowerEdge Enclosure - C6400  -
  1328  1R62WM3               1R62WM3 - PowerEdge Enclosure - C6400  1R62WM3 - PowerEdge Enclosure - C6400  -
  1333  20B72N3               20B72N3 - PowerEdge Enclosure - C6400  20B72N3 - PowerEdge Enclosure - C6400  -
  1338  6QZKWM3               6QZKWM3 - PowerEdge Enclosure - C6400  6QZKWM3 - PowerEdge Enclosure - C6400  -
  1343  5QZKWM3               5QZKWM3 - PowerEdge Enclosure - C6400  5QZKWM3 - PowerEdge Enclosure - C6400  -
  1348  51B72N3               51B72N3 - PowerEdge Enclosure - C6400  51B72N3 - PowerEdge Enclosure - C6400  -
  1353  GZX62N3               GZX62N3 - PowerEdge Enclosure - C6400  GZX62N3 - PowerEdge Enclosure - C6400  -
  1358  MT2130J31609          MT2130J31609 - Skyway      MT2130J31609 - Skyway      -
  1359  BZX62N3               BZX62N3 - PowerEdge Enclosure - C6400  BZX62N3 - PowerEdge Enclosure - C6400  -
  1364  J70S0M3               J70S0M3 - PowerEdge Enclosure - C6400  J70S0M3 - PowerEdge Enclosure - C6400  -
  1369  6D642N3               6D642N3 - PowerEdge Enclosure - C6400  6D642N3 - PowerEdge Enclosure - C6400  -
  1374  BR62WM3               BR62WM3 - PowerEdge Enclosure - C6400  BR62WM3 - PowerEdge Enclosure - C6400  -
  1379  8T93RN3               8T93RN3 - PowerEdge Enclosure - C6400  8T93RN3 - PowerEdge Enclosure - C6400  -
  1386  27PDRN3               27PDRN3 - PowerEdge Enclosure - C6400  27PDRN3 - PowerEdge Enclosure - C6400  -
  1391  CR62WM3               CR62WM3 - PowerEdge Enclosure - C6400  CR62WM3 - PowerEdge Enclosure - C6400  -
  1396  MT2130J31612          MT2130J31612 - Skyway      MT2130J31612 - Skyway      -
  1397  970S0M3               970S0M3 - PowerEdge Enclosure - C6400  970S0M3 - PowerEdge Enclosure - C6400  -
  1402  8R62WM3               8R62WM3 - PowerEdge Enclosure - C6400  8R62WM3 - PowerEdge Enclosure - C6400  -
  1407  HZX62N3               HZX62N3 - PowerEdge Enclosure - C6400  HZX62N3 - PowerEdge Enclosure - C6400  -
  1412  9QT62N3               9QT62N3 - PowerEdge Enclosure - C6400  9QT62N3 - PowerEdge Enclosure - C6400  -
  1417  3R62WM3               3R62WM3 - PowerEdge Enclosure - C6400  3R62WM3 - PowerEdge Enclosure - C6400  -
  1422  71B72N3               71B72N3 - PowerEdge Enclosure - C6400  71B72N3 - PowerEdge Enclosure - C6400  -
  1427  6R62WM3               6R62WM3 - PowerEdge Enclosure - C6400  6R62WM3 - PowerEdge Enclosure - C6400  -
  1432  7R62WM3               7R62WM3 - PowerEdge Enclosure - C6400  7R62WM3 - PowerEdge Enclosure - C6400  -
  1437  MT2142X30160          MT2142X30160 - Skyway      MT2142X30160 - Skyway      -
  1438  21PB2N3               21PB2N3 - PowerEdge Enclosure - C6400  21PB2N3 - PowerEdge Enclosure - C6400  -
  1443  JYX62N3               JYX62N3 - PowerEdge Enclosure - C6400  JYX62N3 - PowerEdge Enclosure - C6400  -
  1448  97PDRN3               97PDRN3 - PowerEdge Enclosure - C6400  97PDRN3 - PowerEdge Enclosure - C6400  -
  1453  9X6VQN3               9X6VQN3 - PowerEdge Enclosure - C6400  9X6VQN3 - PowerEdge Enclosure - C6400  -
  1458  2W3VQN3               2W3VQN3 - PowerEdge Enclosure - C6400  2W3VQN3 - PowerEdge Enclosure - C6400  -
  1463  MT2130J31631          MT2130J31631 - Skyway      MT2130J31631 - Skyway      -
  1464  30B72N3               30B72N3 - PowerEdge Enclosure - C6400  30B72N3 - PowerEdge Enclosure - C6400  -
  1469  3C642N3               3C642N3 - PowerEdge Enclosure - C6400  3C642N3 - PowerEdge Enclosure - C6400  -
  1474  CW3VQN3               CW3VQN3 - PowerEdge Enclosure - C6400  CW3VQN3 - PowerEdge Enclosure - C6400  -
  1479  11B72N3               11B72N3 - PowerEdge Enclosure - C6400  11B72N3 - PowerEdge Enclosure - C6400  -
  1484  DX6VQN3               DX6VQN3 - PowerEdge Enclosure - C6400  DX6VQN3 - PowerEdge Enclosure - C6400  -
  1491  4W3VQN3               4W3VQN3 - PowerEdge Enclosure - C6400  4W3VQN3 - PowerEdge Enclosure - C6400  -
  1496  2QT62N3               2QT62N3 - PowerEdge Enclosure - C6400  2QT62N3 - PowerEdge Enclosure - C6400  -
  1501  MT2130J31638          MT2130J31638 - Skyway      MT2130J31638 - Skyway      -
  1502  B20MKM3               B20MKM3 - PowerEdge Enclosure - C6400  B20MKM3 - PowerEdge Enclosure - C6400  -
  1507  J3HLKM3               J3HLKM3 - PowerEdge Enclosure - C6400  J3HLKM3 - PowerEdge Enclosure - C6400  -
  1512  1DPLKM3               1DPLKM3 - PowerEdge Enclosure - C6400  1DPLKM3 - PowerEdge Enclosure - C6400  -
  1517  8L6MKM3               8L6MKM3 - PowerEdge Enclosure - C6400  8L6MKM3 - PowerEdge Enclosure - C6400  -
  1522  HCPLKM3               HCPLKM3 - PowerEdge Enclosure - C6400  HCPLKM3 - PowerEdge Enclosure - C6400  -
  1527  320MKM3               320MKM3 - PowerEdge Enclosure - C6400  320MKM3 - PowerEdge Enclosure - C6400  -
  1532  7ZX62N3               7ZX62N3 - PowerEdge Enclosure - C6400  7ZX62N3 - PowerEdge Enclosure - C6400  -
  1537  F7KLKM3               F7KLKM3 - PowerEdge Enclosure - C6400  F7KLKM3 - PowerEdge Enclosure - C6400  -
  1542  MT2142X30167          MT2142X30167 - Skyway      MT2142X30167 - Skyway      -
  1543  MT2208J04091          MT2208J04091 - Quantum InfiniBand HDR  MT2208J04091 - Quantum InfiniBand HDR  -
  1544  580S0M3               580S0M3 - PowerEdge Enclosure - C6400  580S0M3 - PowerEdge Enclosure - C6400  -
  1549  F70S0M3               F70S0M3 - PowerEdge Enclosure - C6400  F70S0M3 - PowerEdge Enclosure - C6400  -
  1554  880S0M3               880S0M3 - PowerEdge Enclosure - C6400  880S0M3 - PowerEdge Enclosure - C6400  -
  1559  480S0M3               480S0M3 - PowerEdge Enclosure - C6400  480S0M3 - PowerEdge Enclosure - C6400  -
  1564  7LXLKM3               7LXLKM3 - PowerEdge Enclosure - C6400  7LXLKM3 - PowerEdge Enclosure - C6400  -
  1569  MT2130J31644          MT2130J31644 - Skyway      MT2130J31644 - Skyway      -
  1570  2ZX62N3               2ZX62N3 - PowerEdge Enclosure - C6400  2ZX62N3 - PowerEdge Enclosure - C6400  -
  1575  820MKM3               820MKM3 - PowerEdge Enclosure - C6400  820MKM3 - PowerEdge Enclosure - C6400  -
  1580  6QT62N3               6QT62N3 - PowerEdge Enclosure - C6400  6QT62N3 - PowerEdge Enclosure - C6400  -
  1585  DZX62N3               DZX62N3 - PowerEdge Enclosure - C6400  DZX62N3 - PowerEdge Enclosure - C6400  -
  1590  4ZX62N3               4ZX62N3 - PowerEdge Enclosure - C6400  4ZX62N3 - PowerEdge Enclosure - C6400  -
  1596  9W3VQN3               9W3VQN3 - PowerEdge Enclosure - C6400  9W3VQN3 - PowerEdge Enclosure - C6400  -
  1601  BYX62N3               BYX62N3 - PowerEdge Enclosure - C6400  BYX62N3 - PowerEdge Enclosure - C6400  -
  1606  MT2130J31630          MT2130J31630 - Skyway      MT2130J31630 - Skyway      -
  1607  6WRLKM3               6WRLKM3 - PowerEdge Enclosure - C6400  6WRLKM3 - PowerEdge Enclosure - C6400  -
  1612  D10MKM3               D10MKM3 - PowerEdge Enclosure - C6400  D10MKM3 - PowerEdge Enclosure - C6400  -
  1617  5HFLKM3               5HFLKM3 - PowerEdge Enclosure - C6400  5HFLKM3 - PowerEdge Enclosure - C6400  -
  1622  380S0M3               380S0M3 - PowerEdge Enclosure - C6400  380S0M3 - PowerEdge Enclosure - C6400  -
  1627  D70S0M3               D70S0M3 - PowerEdge Enclosure - C6400  D70S0M3 - PowerEdge Enclosure - C6400  -
  1632  280S0M3               280S0M3 - PowerEdge Enclosure - C6400  280S0M3 - PowerEdge Enclosure - C6400  -
  1637  3VCLKM3               3VCLKM3 - PowerEdge Enclosure - C6400  3VCLKM3 - PowerEdge Enclosure - C6400  -
  1642  7WRLKM3               7WRLKM3 - PowerEdge Enclosure - C6400  7WRLKM3 - PowerEdge Enclosure - C6400  -
  1644  76VLKM3               dcmipphpc3827              dcmipphpc3827              dcmipphpc3827.edc.nam.gm.com
  1647  MT2208J04102          MT2208J04102 - Quantum InfiniBand HDR  MT2208J04102 - Quantum InfiniBand HDR  -
  1648  H0B72N3               H0B72N3 - PowerEdge Enclosure - C6400  H0B72N3 - PowerEdge Enclosure - C6400  -
  1653  8ZX62N3               8ZX62N3 - PowerEdge Enclosure - C6400  8ZX62N3 - PowerEdge Enclosure - C6400  -
  1658  B0B72N3               B0B72N3 - PowerEdge Enclosure - C6400  B0B72N3 - PowerEdge Enclosure - C6400  -
  1663  20PB2N3               20PB2N3 - PowerEdge Enclosure - C6400  20PB2N3 - PowerEdge Enclosure - C6400  -
  1668  9C642N3               9C642N3 - PowerEdge Enclosure - C6400  9C642N3 - PowerEdge Enclosure - C6400  -
  1673  MT2130J31681          MT2130J31681 - Skyway      MT2130J31681 - Skyway      -
  1674  70PB2N3               70PB2N3 - PowerEdge Enclosure - C6400  70PB2N3 - PowerEdge Enclosure - C6400  -
  1679  DD642N3               DD642N3 - PowerEdge Enclosure - C6400  DD642N3 - PowerEdge Enclosure - C6400  -
  1684  30PB2N3               30PB2N3 - PowerEdge Enclosure - C6400  30PB2N3 - PowerEdge Enclosure - C6400  -
